,img_path,M,F,0's,10's,20's,30's,40's,50's,60+
203,F0004_IND_D_12_45_02.JPG,0,1,0,1,0,0,0,0,0
204,F0004_IND_D_12_45_03.JPG,0,1,0,1,0,0,0,0,0
205,F0004_IND_D_12_45_04.JPG,0,1,0,1,0,0,0,0,0
206,F0004_IND_D_12_90_01.JPG,0,1,0,1,0,0,0,0,0
207,F0004_IND_D_12_90_02.JPG,0,1,0,1,0,0,0,0,0
208,F0004_IND_D_12_90_03.JPG,0,1,0,1,0,0,0,0,0
209,F0004_IND_D_12_90_04.JPG,0,1,0,1,0,0,0,0,0
210,F0004_IND_GM_68_-45_01.JPG,0,1,0,0,0,0,0,0,1
211,F0004_IND_GM_68_-45_02.JPG,0,1,0,0,0,0,0,0,1
212,F0004_IND_GM_68_-45_03.JPG,0,1,0,0,0,0,0,0,1
213,F0004_IND_GM_68_-45_04.JPG,0,1,0,0,0,0,0,0,1
214,F0004_IND_GM_68_-90_01.JPG,0,1,0,0,0,0,0,0,1
215,F0004_IND_GM_68_-90_02.JPG,0,1,0,0,0,0,0,0,1
216,F0004_IND_GM_68_-90_03.JPG,0,1,0,0,0,0,0,0,1
217,F0004_IND_GM_68_-90_04.JPG,0,1,0,0,0,0,0,0,1
218,F0004_IND_GM_68_0_01.JPG,0,1,0,0,0,0,0,0,1
219,F0004_IND_GM_68_0_02.JPG,0,1,0,0,0,0,0,0,1
220,F0004_IND_GM_68_0_03.JPG,0,1,0,0,0,0,0,0,1
221,F0004_IND_GM_68_0_04.JPG,0,1,0,0,0,0,0,0,1
222,F0004_IND_GM_68_0_05.JPG,0,1,0,0,0,0,0,0,1
223,F0004_IND_GM_68_45_01.JPG,0,1,0,0,0,0,0,0,1
224,F0004_IND_GM_68_45_02.JPG,0,1,0,0,0,0,0,0,1
225,F0004_IND_GM_68_45_03.JPG,0,1,0,0,0,0,0,0,1
226,F0004_IND_GM_68_45_04.JPG,0,1,0,0,0,0,0,0,1
227,F0004_IND_GM_68_90_01.JPG,0,1,0,0,0,0,0,0,1
228,F0004_IND_GM_68_90_02.JPG,0,1,0,0,0,0,0,0,1
229,F0004_IND_GM_68_90_03.JPG,0,1,0,0,0,0,0,0,1
230,F0004_IND_GM_68_90_04.JPG,0,1,0,0,0,0,0,0,1
231,F0004_IND_M_39_-45_01.JPG,0,1,0,0,0,1,0,0,0
232,F0004_IND_M_39_-45_02.JPG,0,1,0,0,0,1,0,0,0
233,F0004_IND_M_39_-45_03.JPG,0,1,0,0,0,1,0,0,0
234,F0004_IND_M_39_-45_04.JPG,0,1,0,0,0,1,0,0,0
235,F0004_IND_M_39_-90_01.JPG,0,1,0,0,0,1,0,0,0
236,F0004_IND_M_39_-90_02.JPG,0,1,0,0,0,1,0,0,0
237,F0004_IND_M_39_-90_03.JPG,0,1,0,0,0,1,0,0,0
238,F0004_IND_M_39_-90_04.JPG,0,1,0,0,0,1,0,0,0
239,F0004_IND_M_39_0_01.JPG,0,1,0,0,0,1,0,0,0
240,F0004_IND_M_39_0_02.JPG,0,1,0,0,0,1,0,0,0
241,F0004_IND_M_39_0_03.JPG,0,1,0,0,0,1,0,0,0
242,F0004_IND_M_39_0_04.JPG,0,1,0,0,0,1,0,0,0
243,F0004_IND_M_39_0_05.JPG,0,1,0,0,0,1,0,0,0
244,F0004_IND_M_39_45_01.JPG,0,1,0,0,0,1,0,0,0
245,F0004_IND_M_39_45_02.JPG,0,1,0,0,0,1,0,0,0
246,F0004_IND_M_39_45_03.JPG,0,1,0,0,0,1,0,0,0
247,F0004_IND_M_39_45_04.JPG,0,1,0,0,0,1,0,0,0
248,F0004_IND_M_39_90_01.JPG,0,1,0,0,0,1,0,0,0
249,F0004_IND_M_39_90_02.JPG,0,1,0,0,0,1,0,0,0
250,F0004_IND_M_39_90_03.JPG,0,1,0,0,0,1,0,0,0
251,F0004_IND_M_39_90_04.JPG,0,1,0,0,0,1,0,0,0
252,F0005_IND_D_14_-45_01.JPG,0,1,0,1,0,0,0,0,0
253,F0005_IND_D_14_-45_02.JPG,0,1,0,1,0,0,0,0,0
254,F0005_IND_D_14_-45_03.JPG,0,1,0,1,0,0,0,0,0
255,F0005_IND_D_14_-45_04.JPG,0,1,0,1,0,0,0,0,0
256,F0005_IND_D_14_-90_01.JPG,0,1,0,1,0,0,0,0,0
257,F0005_IND_D_14_-90_02.JPG,0,1,0,1,0,0,0,0,0
258,F0005_IND_D_14_-90_03.JPG,0,1,0,1,0,0,0,0,0
259,F0005_IND_D_14_-90_04.JPG,0,1,0,1,0,0,0,0,0
260,F0005_IND_D_14_0_01.JPG,0,1,0,1,0,0,0,0,0
261,F0005_IND_D_14_0_02.JPG,0,1,0,1,0,0,0,0,0
262,F0005_IND_D_14_0_03.JPG,0,1,0,1,0,0,0,0,0
263,F0005_IND_D_14_0_04.JPG,0,1,0,1,0,0,0,0,0
264,F0005_IND_D_14_0_05.JPG,0,1,0,1,0,0,0,0,0
265,F0005_IND_D_14_45_01.JPG,0,1,0,1,0,0,0,0,0
266,F0005_IND_D_14_45_02.JPG,0,1,0,1,0,0,0,0,0
267,F0005_IND_D_14_45_03.JPG,0,1,0,1,0,0,0,0,0
268,F0005_IND_D_14_45_04.JPG,0,1,0,1,0,0,0,0,0
269,F0005_IND_D_14_90_01.JPG,0,1,0,1,0,0,0,0,0
270,F0005_IND_D_14_90_02.JPG,0,1,0,1,0,0,0,0,0
271,F0005_IND_D_14_90_03.JPG,0,1,0,1,0,0,0,0,0
272,F0005_IND_D_14_90_04.JPG,0,1,0,1,0,0,0,0,0
273,F0005_IND_F_42_-45_01.JPG,1,0,0,0,0,0,1,0,0
274,F0005_IND_F_42_-45_02.JPG,1,0,0,0,0,0,1,0,0
275,F0005_IND_F_42_-45_03.JPG,1,0,0,0,0,0,1,0,0
276,F0005_IND_F_42_-45_04.JPG,1,0,0,0,0,0,1,0,0
277,F0005_IND_F_42_-90_01.JPG,1,0,0,0,0,0,1,0,0
278,F0005_IND_F_42_-90_02.JPG,1,0,0,0,0,0,1,0,0
279,F0005_IND_F_42_-90_03.JPG,1,0,0,0,0,0,1,0,0
280,F0005_IND_F_42_-90_04.JPG,1,0,0,0,0,0,1,0,0
281,F0005_IND_F_42_0_01.JPG,1,0,0,0,0,0,1,0,0
282,F0005_IND_F_42_0_02.JPG,1,0,0,0,0,0,1,0,0
283,F0005_IND_F_42_0_03.JPG,1,0,0,0,0,0,1,0,0
284,F0005_IND_F_42_0_04.JPG,1,0,0,0,0,0,1,0,0
285,F0005_IND_F_42_0_05.JPG,1,0,0,0,0,0,1,0,0
286,F0005_IND_F_42_45_01.JPG,1,0,0,0,0,0,1,0,0
287,F0005_IND_F_42_45_02.JPG,1,0,0,0,0,0,1,0,0
288,F0005_IND_F_42_45_03.JPG,1,0,0,0,0,0,1,0,0
289,F0005_IND_F_42_45_04.JPG,1,0,0,0,0,0,1,0,0
290,F0005_IND_F_42_90_01.JPG,1,0,0,0,0,0,1,0,0
291,F0005_IND_F_42_90_02.JPG,1,0,0,0,0,0,1,0,0
292,F0005_IND_F_42_90_03.JPG,1,0,0,0,0,0,1,0,0
293,F0005_IND_F_42_90_04.JPG,1,0,0,0,0,0,1,0,0
294,F0005_IND_GF_70_-45_01.JPG,1,0,0,0,0,0,0,0,1
295,F0005_IND_GF_70_-45_02.JPG,1,0,0,0,0,0,0,0,1
296,F0005_IND_GF_70_-45_03.JPG,1,0,0,0,0,0,0,0,1
297,F0005_IND_GF_70_-45_04.JPG,1,0,0,0,0,0,0,0,1
298,F0005_IND_GF_70_-90_01.JPG,1,0,0,0,0,0,0,0,1
299,F0005_IND_GF_70_-90_02.JPG,1,0,0,0,0,0,0,0,1
300,F0005_IND_GF_70_-90_03.JPG,1,0,0,0,0,0,0,0,1
301,F0005_IND_GF_70_-90_04.JPG,1,0,0,0,0,0,0,0,1
302,F0005_IND_GF_70_0_01.JPG,1,0,0,0,0,0,0,0,1
303,F0005_IND_GF_70_0_02.JPG,1,0,0,0,0,0,0,0,1
304,F0005_IND_GF_70_0_03.JPG,1,0,0,0,0,0,0,0,1
305,F0005_IND_GF_70_0_04.JPG,1,0,0,0,0,0,0,0,1
306,F0005_IND_GF_70_0_05.JPG,1,0,0,0,0,0,0,0,1
307,F0005_IND_GF_70_45_01.JPG,1,0,0,0,0,0,0,0,1
308,F0005_IND_GF_70_45_02.JPG,1,0,0,0,0,0,0,0,1
309,F0005_IND_GF_70_45_03.JPG,1,0,0,0,0,0,0,0,1
310,F0005_IND_GF_70_45_04.JPG,1,0,0,0,0,0,0,0,1
311,F0005_IND_GF_70_90_01.JPG,1,0,0,0,0,0,0,0,1
312,F0005_IND_GF_70_90_02.JPG,1,0,0,0,0,0,0,0,1
313,F0005_IND_GF_70_90_03.JPG,1,0,0,0,0,0,0,0,1
314,F0005_IND_GF_70_90_04.JPG,1,0,0,0,0,0,0,0,1
315,F0006_IND_D_12_-45_01.JPG,0,1,0,1,0,0,0,0,0
316,F0006_IND_D_12_-45_02.JPG,0,1,0,1,0,0,0,0,0
317,F0006_IND_D_12_-45_03.JPG,0,1,0,1,0,0,0,0,0
318,F0006_IND_D_12_-45_04.JPG,0,1,0,1,0,0,0,0,0
319,F0006_IND_D_12_-90_01.JPG,0,1,0,1,0,0,0,0,0
320,F0006_IND_D_12_-90_02.JPG,0,1,0,1,0,0,0,0,0
321,F0006_IND_D_12_-90_03.JPG,0,1,0,1,0,0,0,0,0
322,F0006_IND_D_12_-90_04.JPG,0,1,0,1,0,0,0,0,0
323,F0006_IND_D_12_0_01.JPG,0,1,0,1,0,0,0,0,0
324,F0006_IND_D_12_0_02.JPG,0,1,0,1,0,0,0,0,0
325,F0006_IND_D_12_0_03.JPG,0,1,0,1,0,0,0,0,0
326,F0006_IND_D_12_0_04.JPG,0,1,0,1,0,0,0,0,0
327,F0006_IND_D_12_0_05.JPG,0,1,0,1,0,0,0,0,0
328,F0006_IND_D_12_45_01.JPG,0,1,0,1,0,0,0,0,0
329,F0006_IND_D_12_45_02.JPG,0,1,0,1,0,0,0,0,0
330,F0006_IND_D_12_45_03.JPG,0,1,0,1,0,0,0,0,0
331,F0006_IND_D_12_45_04.JPG,0,1,0,1,0,0,0,0,0
332,F0006_IND_D_12_90_01.JPG,0,1,0,1,0,0,0,0,0
333,F0006_IND_D_12_90_02.JPG,0,1,0,1,0,0,0,0,0
334,F0006_IND_D_12_90_03.JPG,0,1,0,1,0,0,0,0,0
335,F0006_IND_D_12_90_04.JPG,0,1,0,1,0,0,0,0,0
336,F0006_IND_F_42_-45_01.JPG,1,0,0,0,0,0,1,0,0
337,F0006_IND_F_42_-45_02.JPG,1,0,0,0,0,0,1,0,0
338,F0006_IND_F_42_-45_03.JPG,1,0,0,0,0,0,1,0,0
339,F0006_IND_F_42_-45_04.JPG,1,0,0,0,0,0,1,0,0
340,F0006_IND_F_42_-90_01.JPG,1,0,0,0,0,0,1,0,0
341,F0006_IND_F_42_-90_02.JPG,1,0,0,0,0,0,1,0,0
342,F0006_IND_F_42_-90_03.JPG,1,0,0,0,0,0,1,0,0
343,F0006_IND_F_42_-90_04.JPG,1,0,0,0,0,0,1,0,0
344,F0006_IND_F_42_0_01.JPG,1,0,0,0,0,0,1,0,0
345,F0006_IND_F_42_0_02.JPG,1,0,0,0,0,0,1,0,0
346,F0006_IND_F_42_0_03.JPG,1,0,0,0,0,0,1,0,0
347,F0006_IND_F_42_0_04.JPG,1,0,0,0,0,0,1,0,0
348,F0006_IND_F_42_0_05.JPG,1,0,0,0,0,0,1,0,0
349,F0006_IND_F_42_45_01.JPG,1,0,0,0,0,0,1,0,0
350,F0006_IND_F_42_45_02.JPG,1,0,0,0,0,0,1,0,0
